kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
11090556,K02977.01,Kepler-1398 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.7881793,131.84558,0.058,3.397,55.8,1.02,1510.0,1228.07,17.7,1,q1_q17_dr25_tce,5758.0,4.168,1.385,294.86618,48.638981,13.71
11090556,K02977.02,Kepler-1398 c,CONFIRMED,CANDIDATE,0.984,0,0,0,0,4.13827684,133.2285,0.499,3.449,63.8,1.13,1324.0,725.53,16.8,2,q1_q17_dr25_tce,5758.0,4.168,1.385,294.86618,48.638981,13.71
9468551,K02980.01,Kepler-1399 b,CONFIRMED,CANDIDATE,0.987,0,0,0,0,1.638652525,132.29025,0.365,1.952,166.9,1.29,1610.0,1585.07,16.4,1,q1_q17_dr25_tce,6119.0,4.472,0.981,293.31168,46.04171,15.49
9076971,K02981.01,Kepler-1400 b,CONFIRMED,FALSE POSITIVE,0.254,0,0,1,0,9.06687613,134.75185,0.928,3.381,367.2,1.9,725.0,65.52,14.6,1,q1_q17_dr25_tce,5142.0,4.515,0.789,286.27167,45.440811,15.737
8360640,K02982.01,Kepler-1891 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,4.0223109,135.17298,0.741,0.853,227.8,1.37,1017.0,253.28,11.0,1,q1_q17_dr25_tce,5516.0,4.544,0.827,290.04388,44.370602,14.264
6636320,K02989.01,Kepler-1892 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.33125228,137.14149,0.094,2.688,306.6,1.31,822.0,108.04,16.2,1,q1_q17_dr25_tce,5383.0,4.603,0.759,299.08099,42.018139,15.411
5520547,K02990.01,Kepler-1401 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,11.20058855,137.51003,0.956,4.562,219.9,1.7,808.0,100.91,19.2,1,q1_q17_dr25_tce,6038.0,4.524,0.898,287.46606,40.75845,14.982
11244137,K02994.01,Kepler-1402 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,2.03387483,131.91927,0.238,3.097,73.6,1.6,1789.0,2422.92,15.7,1,q1_q17_dr25_tce,5282.0,3.913,1.899,291.84781,48.968128,14.621
3848275,K02995.01,Kepler-1403 b,CONFIRMED,CANDIDATE,0.987,0,0,0,0,5.19492747,131.62458,0.093,3.167,272.9,2.03,1238.0,554.37,16.5,1,q1_q17_dr25_tce,6415.0,4.374,1.224,290.86771,38.960121,15.598
12021625,K02996.01,Kepler-1404 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,15.9314412,141.81212,0.604,2.435,556.7,1.77,596.0,29.83,14.8,1,q1_q17_dr25_tce,5380.0,4.616,0.721,296.00943,50.498379,15.688
4175630,K02998.01,Kepler-1405 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,28.227413,141.49504,0.025,5.782,1113.4,2.82,565.0,24.03,25.3,1,q1_q17_dr25_tce,5858.0,4.553,0.849,295.68484,39.256142,15.873
3852655,K03002.01,Kepler-1406 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,11.62904159,132.82099,0.925,2.97,88.0,1.31,854.0,125.89,13.7,1,q1_q17_dr25_tce,5721.0,4.307,1.131,292.08185,38.915031,13.256
6103377,K03004.01,Kepler-1407 b,CONFIRMED,CANDIDATE,0.983,0,0,0,0,20.0708757,136.9462,0.643,6.354,405.7,3.2,826.0,110.19,12.8,1,q1_q17_dr25_tce,5902.0,4.128,1.513,283.94244,41.4716,14.935
9070666,K03008.01,Kepler-1408 b,CONFIRMED,CANDIDATE,0.603,0,0,0,0,2.99792926,131.76579,0.403,4.398,45.4,1.12,1616.0,1611.51,16.0,1,q1_q17_dr25_tce,5888.0,4.061,1.645,282.69995,45.42577,12.003
12405333,K03009.01,Kepler-1409 b,CONFIRMED,CANDIDATE,0.986,0,0,0,0,0.764863517,132.13343,0.235,1.16,150.2,1.04,1733.0,2145.14,13.6,1,q1_q17_dr25_tce,5231.0,4.476,0.86,290.08478,51.208599,15.168
3642335,K03010.01,Kepler-1410 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,60.8660974,179.28674,0.004,4.397,714.3,1.39,244.0,0.84,15.4,1,q1_q17_dr25_tce,3808.0,4.734,0.522,290.51019,38.743542,15.757
7347246,K03014.01,Kepler-1411 b,CONFIRMED,CANDIDATE,0.941,0,0,0,0,86.1160885,134.8808,0.016,6.058,875.2,3.11,441.0,8.93,17.8,1,q1_q17_dr25_tce,6161.0,4.454,1.053,286.36157,42.963921,15.831
11403530,K03015.01,Kepler-1412 b,CONFIRMED,CANDIDATE,0.939,0,0,0,0,3.61460332,133.09123,0.026,3.227,43.9,0.9,1397.0,900.38,15.4,1,q1_q17_dr25_tce,5799.0,4.161,1.375,292.18011,49.20248,13.219
8709688,K03019.01,Kepler-1893 b,CONFIRMED,CANDIDATE,0.963,0,0,0,0,4.17939037,133.84818,0.317,2.647,172.8,1.52,1194.0,478.98,16.1,1,q1_q17_dr25_tce,5633.0,4.296,1.162,298.40137,44.838181,14.927
11618601,K03022.01,Kepler-1894 b,CONFIRMED,CANDIDATE,0.828,0,0,0,0,2.76263737,132.99574,0.46,1.821,185.0,1.25,1231.0,544.05,14.1,1,q1_q17_dr25_tce,5772.0,4.528,0.901,295.58649,49.666851,15.4
11618601,K03022.02,Kepler-1894 c,CONFIRMED,CANDIDATE,0.972,0,0,0,0,5.05368985,135.11296,0.53,2.514,171.5,1.21,1007.0,243.06,11.5,2,q1_q17_dr25_tce,5772.0,4.528,0.901,295.58649,49.666851,15.4
9716391,K03025.01,Kepler-1413 b,CONFIRMED,CANDIDATE,0.958,0,0,0,0,13.1829329,141.82648,0.016,3.594,518.0,1.84,661.0,45.19,13.8,1,q1_q17_dr25_tce,5382.0,4.571,0.827,294.34164,46.49876,16.239
6929841,K03026.01,Kepler-1414 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,3.51575492,134.29974,0.061,1.381,237.4,1.35,1033.0,269.57,15.2,1,q1_q17_dr25_tce,5094.0,4.45,0.901,284.92859,42.42231,14.897
11137180,K03027.01,Kepler-1895 b,CONFIRMED,CANDIDATE,0.929,0,0,0,0,6.07032548,135.30933,0.454,1.341,311.6,1.36,789.0,91.45,11.9,1,q1_q17_dr25_tce,5076.0,4.598,0.763,291.6756,48.762562,15.489
10585738,K03032.01,Kepler-1415 b,CONFIRMED,CANDIDATE,0.973,0,0,0,0,0.636424848,131.68872,0.319,0.947,217.9,1.31,1846.0,2754.93,18.1,1,q1_q17_dr25_tce,5343.0,4.538,0.885,285.15692,47.873329,15.744
8051946,K03038.01,Kepler-1416 b,CONFIRMED,CANDIDATE,0.993,0,0,0,0,1.4951513,132.66025,0.974,3.43,52.0,1.44,1870.0,2880.38,14.2,1,q1_q17_dr25_tce,5635.0,4.117,1.452,298.66348,43.89407,14.22
5445681,K03039.01,Kepler-1417 b,CONFIRMED,CANDIDATE,0.915,0,0,0,0,20.3504704,142.7588,0.192,7.225,101.8,1.01,695.0,55.07,16.6,1,q1_q17_dr25_tce,5952.0,4.41,1.002,290.94989,40.605221,13.914
5092266,K03045.01,Kepler-1896 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,44.8702042,141.11446,0.436,4.199,636.1,2.56,536.0,19.5,16.4,1,q1_q17_dr25_tce,6122.0,4.471,0.996,289.67856,40.249641,15.755
9714550,K03048.01,Kepler-1695 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.73292061,131.579,0.121,1.746,151.6,0.97,957.0,198.57,15.5,1,q1_q17_dr25_tce,5595.0,4.581,0.796,293.61926,46.413342,14.651
6263593,K03049.01,Kepler-1418 b,CONFIRMED,CANDIDATE,0.799,0,0,0,0,22.4765952,136.82336,0.176,3.437,481.4,1.21,419.0,7.27,13.3,1,q1_q17_dr25_tce,4563.0,4.704,0.567,282.9975,41.678551,15.037
8827575,K03052.02,Kepler-1992 b,CONFIRMED,CANDIDATE,0.87,0,0,0,0,15.6112238,144.8735,0.468,3.873,113.5,0.91,637.0,38.99,15.7,2,q1_q17_dr25_tce,5383.0,4.528,0.842,295.09027,45.081181,13.573
2716801,K03053.01,Kepler-1419 b,CONFIRMED,CANDIDATE,0.959,0,0,0,0,42.5217006,136.1274,0.495,5.723,685.6,2.45,510.0,15.97,14.7,1,q1_q17_dr25_tce,5911.0,4.519,0.914,292.25464,37.97142,15.761
7216284,K03056.01,Kepler-1420 b,CONFIRMED,CANDIDATE,0.972,0,0,0,0,6.69958851,134.1468,0.0,2.831,253.7,1.24,806.0,99.83,13.6,1,q1_q17_dr25_tce,5296.0,4.586,0.799,296.20383,42.777828,15.883
3234843,K03057.01,Kepler-405 c,CONFIRMED,CANDIDATE,0.997,0,0,0,0,29.72722,134.6581,0.744,3.45,1010.2,3.02,557.0,22.7,19.4,1,q1_q17_dr25_tce,5815.0,4.54,0.877,291.40945,38.340019,15.855
3234843,K03057.02,Kepler-405 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,10.61368712,140.85316,0.024,3.498,559.8,2.06,785.0,89.65,18.9,2,q1_q17_dr25_tce,5815.0,4.54,0.877,291.40945,38.340019,15.855
11019987,K03060.01,Kepler-1421 b,CONFIRMED,CANDIDATE,0.977,0,0,0,0,6.9131732,138.4219,0.264,4.73,39.1,0.91,1209.0,505.0,12.5,1,q1_q17_dr25_tce,6296.0,4.21,1.444,286.5806,48.544189,12.788
4857058,K03061.01,Kepler-1983 b,CONFIRMED,CANDIDATE,0.981,0,0,0,0,7.32851947,132.12857,0.983,1.211,277.8,2.33,807.0,100.13,14.0,1,q1_q17_dr25_tce,5135.0,4.464,0.874,297.04208,39.912231,14.316
10924562,K03063.01,Kepler-1422 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,18.6052046,149.0376,0.093,6.829,242.5,1.94,833.0,113.88,13.1,1,q1_q17_dr25_tce,6572.0,4.365,1.238,293.8902,48.336121,15.665
4067925,K03066.01,Kepler-1897 b,CONFIRMED,CANDIDATE,0.887,0,0,0,0,24.2204192,146.42459,0.032,3.271,806.3,2.1,505.0,15.43,14.0,1,q1_q17_dr25_tce,5165.0,4.599,0.761,294.29004,39.126869,15.911
5865654,K03071.01,Kepler-1423 b,CONFIRMED,CANDIDATE,0.933,0,0,0,0,23.9553986,146.66221,0.669,3.204,228.7,2.84,741.0,71.16,13.9,1,q1_q17_dr25_tce,5011.0,3.903,1.781,288.24377,41.110081,14.553
3328080,K03075.01,Kepler-1898 b,CONFIRMED,CANDIDATE,0.983,0,0,0,0,4.76559056,133.50531,0.14,2.2,67.5,0.92,1167.0,439.42,15.2,1,q1_q17_dr25_tce,5702.0,4.258,1.125,287.20587,38.498055,12.994
2715695,K03077.01,Kepler-1899 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.09578199,131.61992,0.752,1.704,405.5,1.64,851.0,124.3,11.9,1,q1_q17_dr25_tce,4791.0,4.577,0.742,292.03348,37.974548,15.958
8430964,K03078.01,Kepler-1900 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.98618134,133.46926,0.249,2.969,122.9,1.16,1356.0,798.35,12.0,1,q1_q17_dr25_tce,6173.0,4.447,1.041,291.88632,44.478981,15.33
9020114,K03088.01,Kepler-1901 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.48412874,134.5504,0.106,1.422,161.6,1.16,1132.0,389.41,13.3,1,q1_q17_dr25_tce,5696.0,4.519,0.921,291.16437,45.318291,14.953
6609270,K03090.01,Kepler-1902 b,CONFIRMED,CANDIDATE,0.614,0,0,0,0,3.82223397,132.14965,0.725,1.924,362.7,1.05,601.0,30.84,15.9,1,q1_q17_dr25_tce,3729.0,4.733,0.514,292.73764,42.014832,15.665
12406807,K03091.01,Kepler-1903 b,CONFIRMED,CANDIDATE,0.929,0,0,0,0,17.067644,145.56929,0.106,6.026,262.4,1.62,769.0,82.56,13.5,1,q1_q17_dr25_tce,6347.0,4.464,0.996,290.88831,51.248169,15.372
5096590,K03093.01,Kepler-1424 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,29.6099055,137.3316,0.984,7.433,120.1,1.74,629.0,37.12,14.3,1,q1_q17_dr25_tce,5812.0,4.329,1.122,290.99167,40.229321,13.619
12352520,K03094.01,Kepler-1904 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.5770016,132.09921,0.327,0.949,710.0,1.33,567.0,24.38,18.0,1,q1_q17_dr25_tce,3805.0,4.767,0.497,288.87436,51.154121,15.737
9650989,K03095.01,Kepler-1905 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.42390809,132.88326,0.213,1.773,153.1,1.25,1212.0,508.75,13.1,1,q1_q17_dr25_tce,5788.0,4.442,1.015,292.57336,46.36684,15.067
7455981,K03096.01,Kepler-1425 b,CONFIRMED,CANDIDATE,0.941,0,0,0,0,14.4540329,135.4521,0.522,7.183,79.7,0.72,676.0,49.51,17.2,1,q1_q17_dr25_tce,5559.0,4.496,0.79,294.95102,43.012428,13.572
7582689,K03097.01,Kepler-431 d,CONFIRMED,CANDIDATE,0.983,0,0,0,0,11.9216035,137.47581,0.929,5.009,43.2,0.87,851.0,123.89,15.1,1,q1_q17_dr25_tce,6006.0,4.403,1.082,281.11234,43.227791,11.973
7582689,K03097.02,Kepler-431 b,CONFIRMED,CANDIDATE,0.982,0,0,0,0,6.80257947,138.0478,0.889,4.608,32.7,0.73,1026.0,262.26,14.7,2,q1_q17_dr25_tce,6006.0,4.403,1.082,281.11234,43.227791,11.973
7582689,K03097.03,Kepler-431 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,8.70312154,140.15531,0.886,4.807,32.0,0.72,945.0,188.7,13.0,3,q1_q17_dr25_tce,6006.0,4.403,1.082,281.11234,43.227791,11.973
11508644,K03101.01,Kepler-1426 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,14.2563272,133.40971,0.894,4.796,206.1,1.73,797.0,95.22,14.3,1,q1_q17_dr25_tce,6140.0,4.455,1.027,292.54575,49.416969,15.192
8895758,K03106.01,Kepler-1427 b,CONFIRMED,CANDIDATE,0.877,0,0,0,0,0.968980781,132.41921,0.065,1.517,118.5,1.08,1844.0,2730.51,12.8,1,q1_q17_dr25_tce,5866.0,4.473,1.0,295.34967,45.114552,15.415
3756264,K03108.01,Kepler-1906 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,7.36272124,136.86143,0.253,1.3287,429.3,1.86,901.0,155.72,17.8,1,q1_q17_dr25_tce,5868.0,4.53,0.894,293.82663,38.856621,14.941
11572193,K03109.01,Kepler-1428 b,CONFIRMED,CANDIDATE,0.989,0,0,0,0,10.6761592,140.59136,0.403,4.594,151.0,1.79,1049.0,285.79,14.1,1,q1_q17_dr25_tce,6460.0,4.267,1.434,297.64227,49.594978,13.688
11285870,K03110.01,Kepler-1429 b,CONFIRMED,CANDIDATE,0.972,0,0,0,0,4.48494315,135.01836,0.3,2.752,134.9,1.23,1199.0,488.22,12.4,1,q1_q17_dr25_tce,6217.0,4.437,1.051,285.36624,49.044868,14.879
7676423,K03113.01,Kepler-1430 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.46050095,133.61605,0.052,1.861,276.8,1.03,969.0,208.54,16.7,1,q1_q17_dr25_tce,4811.0,4.626,0.634,289.69748,43.372089,15.245
11714231,K03115.01,Kepler-1431 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,5.8660127,136.35647,0.539,3.985,183.0,1.45,1064.0,302.77,16.8,1,q1_q17_dr25_tce,6020.0,4.427,1.04,292.65839,49.865189,15.273
11720424,K03116.01,Kepler-1432 b,CONFIRMED,CANDIDATE,0.98,0,0,0,0,23.9107056,150.5394,0.398,4.996,294.0,1.91,709.0,59.76,12.9,1,q1_q17_dr25_tce,6338.0,4.418,1.091,295.52417,49.829552,15.376
11499192,K03120.01,Kepler-1433 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,4.13592927,133.53763,0.168,2.377,156.2,1.43,1226.0,535.42,15.2,1,q1_q17_dr25_tce,5886.0,4.345,1.152,287.36328,49.45689,14.826
12416661,K03122.01,Kepler-1434 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,8.05337912,134.9588,0.035,5.382,38.3,1.28,1320.0,717.7,14.9,1,q1_q17_dr25_tce,6231.0,3.976,2.062,295.53839,51.202961,12.086
8751796,K03125.01,Kepler-1435 b,CONFIRMED,CANDIDATE,0.957,0,0,0,0,4.45342418,133.09066,0.569,3.654,46.6,0.9,1331.0,740.51,16.3,1,q1_q17_dr25_tce,6256.0,4.269,1.269,291.17328,44.921131,12.938
9907129,K03127.01,Kepler-1436 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,9.705693,140.3709,0.941,7.702,140.8,2.07,1001.0,237.46,14.2,1,q1_q17_dr25_tce,5808.0,4.178,1.385,297.71158,46.768021,14.93
10252275,K03130.01,Kepler-1907 c,CONFIRMED,CANDIDATE,0.988,0,0,0,0,14.8638496,142.95729,1.006,2.705,220.6,2.9,620.0,35.04,12.3,1,q1_q17_dr25_tce,5159.0,4.508,0.8,280.70853,47.32806,13.752
10252275,K03130.02,Kepler-1907 b,CONFIRMED,CANDIDATE,0.994,0,0,0,0,5.65245733,136.97891,0.889,2.062,121.0,1.05,856.0,127.1,11.7,2,q1_q17_dr25_tce,5159.0,4.508,0.8,280.70853,47.32806,13.752
11455181,K03131.01,Kepler-1437 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,10.9294815,141.5034,0.197,5.893,196.9,1.21,770.0,83.14,14.3,1,q1_q17_dr25_tce,5792.0,4.547,0.864,291.86493,49.32592,15.591
6945786,K03136.01,Kepler-1909 b,CONFIRMED,CANDIDATE,0.99,0,0,0,0,2.39161966,133.07956,0.299,1.906,189.2,0.93,1031.0,266.01,13.6,1,q1_q17_dr25_tce,4935.0,4.589,0.685,290.88931,42.45966,15.738
6444896,K03138.01,Kepler-1649 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,8.68910764,133.23559,0.049,1.1627,1679.0,0.49,211.0,0.47,9.6,1,q1_q17_dr25_tce,2703.0,5.274,0.118,292.50378,41.830421,17.131
6444896,K03138.02,Kepler-1649 c,CONFIRMED,FALSE POSITIVE,0.374,1,0,0,0,19.5352551,148.20374,0.702,1.013,1732.0,0.53,161.0,0.16,5.9,2,q1_q17_dr25_tce,2703.0,5.274,0.118,292.50378,41.830421,17.131
5978170,K03140.01,Kepler-1910 b,CONFIRMED,CANDIDATE,0.968,0,0,0,0,5.68879083,131.6672,0.39,2.55,241.5,0.99,645.0,40.88,13.8,1,q1_q17_dr25_tce,4234.0,4.63,0.639,296.61725,41.281189,15.561
5440317,K03141.01,Kepler-1438 b,CONFIRMED,CANDIDATE,0.893,0,0,0,0,2.31941571,131.93925,0.429,1.591,96.4,1.24,1490.0,1164.84,11.7,1,q1_q17_dr25_tce,5624.0,4.256,1.248,289.28979,40.681671,14.869
5688790,K03144.01,Kepler-1439 b,CONFIRMED,CANDIDATE,0.858,0,0,0,0,8.07394097,540.04161,0.928,2.455,1056.0,1.59,420.0,7.33,16.0,1,q1_q17_dr25_tce,3675.0,4.869,0.398,285.73981,40.980049,16.109
1717722,K03145.01,Kepler-1977 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.53702121,132.1846,0.706,1.813,504.4,1.66,798.0,95.61,15.7,2,q1_q17_dr25_tce,4805.0,4.633,0.688,290.61798,37.289089,15.689
10908248,K03146.01,Kepler-1440 b,CONFIRMED,CANDIDATE,0.768,0,0,0,0,39.859505,154.7616,0.398,7.987,155.5,1.62,597.0,29.97,13.9,1,q1_q17_dr25_tce,5675.0,4.209,1.292,285.34695,48.312248,14.131
7534267,K03147.01,Kepler-1441 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,39.4420781,169.1411,0.42,7.029,172.4,2.51,682.0,51.14,15.2,1,q1_q17_dr25_tce,5430.0,3.923,1.902,293.71912,43.124592,14.268
6278762,K03158.01,Kepler-444 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.60011712,133.25983,0.025,2.396,50.2,0.5,938.0,182.81,21.6,5,q1_q17_dr25_tce,5051.0,4.562,0.721,289.75229,41.634605,8.717
6278762,K03158.02,Kepler-444 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.54586982,131.52442,0.563,1.756,76.5,0.65,868.0,134.21,24.4,4,q1_q17_dr25_tce,5051.0,4.562,0.721,289.75229,41.634605,8.717
6278762,K03158.03,Kepler-444 d,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.18943952,134.78,0.334,2.3316,83.2,0.65,783.0,88.79,26.8,3,q1_q17_dr25_tce,5051.0,4.562,0.721,289.75229,41.634605,8.717
6278762,K03158.04,Kepler-444 e,CONFIRMED,CANDIDATE,1.0,0,0,0,0,7.74347801,135.09417,0.018,2.7878,77.8,0.62,727.0,65.88,24.4,2,q1_q17_dr25_tce,5051.0,4.562,0.721,289.75229,41.634605,8.717
6278762,K03158.05,Kepler-444 f,CONFIRMED,CANDIDATE,1.0,0,0,0,0,9.74048508,134.87916,0.89,1.6993,121.4,0.95,673.0,48.52,25.8,1,q1_q17_dr25_tce,5051.0,4.562,0.721,289.75229,41.634605,8.717
6153407,K03179.01,Kepler-1911 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.99078221,134.53899,0.944,1.699,69.9,1.03,987.0,223.93,8.6,1,q1_q17_dr25_tce,5721.0,4.442,0.972,299.3028,41.441017,10.884
4735826,K03184.01,Kepler-1972 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,7.545922037,134.4902954,0.625,4.0329,22.2,0.68,1084.0,326.67,13.4,1,q1_q17_dr25_tce,5788.0,4.178,1.376,288.39529,39.872627,11.158
7983117,K03214.01,Kepler-1988 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,11.49500229,141.27511,0.911,7.602,51.4,1.53,1105.0,351.79,22.9,1,q1_q17_dr25_tce,6033.0,3.985,1.788,298.67377,43.795479,12.014
11189311,K03220.01,Kepler-1442 b,CONFIRMED,CANDIDATE,0.899,0,0,0,0,81.4160138,160.86387,0.911,14.175,762.3,4.63,522.0,17.53,54.3,1,q1_q17_dr25_tce,6352.0,4.267,1.401,291.25562,48.846924,12.146
9569711,K03232.01,Kepler-1912 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,6.05919881,133.67437,0.438,1.365,154.2,1.21,976.0,214.55,11.7,1,q1_q17_dr25_tce,5734.0,4.462,0.962,282.11783,46.22393,12.253
10057494,K03234.01,Kepler-1443 b,CONFIRMED,CANDIDATE,0.993,0,0,0,0,2.41810158,132.38894,0.016,2.144,46.8,0.85,1602.0,1555.96,13.4,1,q1_q17_dr25_tce,6258.0,4.307,1.239,283.43576,47.06686,12.278
6587796,K03237.01,Kepler-1444 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,33.4203001,159.1401,0.789,5.307,436.6,2.46,581.0,27.02,8.9,1,q1_q17_dr25_tce,5731.0,4.372,1.066,285.33063,42.040428,12.325
8073705,K03245.01,Kepler-1445 b,CONFIRMED,CANDIDATE,0.973,0,0,0,0,10.60052083,132.98523,0.729,4.509,60.9,1.09,987.0,224.28,17.4,1,q1_q17_dr25_tce,6035.0,4.212,1.303,280.24945,43.915058,12.405
9885417,K03246.01,Kepler-1446 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,0.689967868,131.63498,0.119,1.1688,122.9,0.78,1539.0,1336.82,28.7,1,q1_q17_dr25_tce,4872.0,4.615,0.726,289.42395,46.72617,12.411
8183288,K03255.01,Kepler-437 b,CONFIRMED,CANDIDATE,0.955,0,0,0,0,66.6504521,171.18229,0.433,5.744,536.9,1.56,308.0,2.14,27.1,1,q1_q17_dr25_tce,4550.0,4.627,0.679,297.34738,44.026939,14.352
12156174,K03260.01,Kepler-1447 b,CONFIRMED,CANDIDATE,0.502,0,0,0,0,56.6746666,160.44836,0.626,5.516,883.1,4.01,522.0,17.59,22.7,1,q1_q17_dr25_tce,5541.0,4.189,1.295,289.64343,50.727089,14.682
12055539,K03261.01,Kepler-1448 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,12.27057043,137.57434,0.026,3.002,295.5,1.67,811.0,102.25,18.7,1,q1_q17_dr25_tce,6075.0,4.486,0.969,287.8674,50.595581,14.411
12056139,K03262.01,Kepler-1449 b,CONFIRMED,CANDIDATE,0.966,0,0,0,0,13.2274753,137.71768,0.803,6.356,229.8,1.94,867.0,133.34,16.4,1,q1_q17_dr25_tce,6269.0,4.405,1.155,288.23175,50.567879,15.05
8826007,K03266.01,Kepler-1450 b,CONFIRMED,CANDIDATE,0.99,0,0,0,0,54.5091549,140.82739,0.94,5.125,622.2,1.94,308.0,2.13,17.0,1,q1_q17_dr25_tce,4406.0,4.67,0.603,294.55383,45.08139,15.498
8620402,K03267.01,Kepler-1913 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,14.1959621,137.01221,0.786,3.605,196.2,1.66,818.0,105.7,14.1,1,q1_q17_dr25_tce,6214.0,4.442,1.076,290.21667,44.779678,14.706
7285757,K03271.01,Kepler-1986 b,CONFIRMED,CANDIDATE,0.963,0,0,0,0,19.5489666,149.78882,0.83,1.78,523.8,1.89,579.0,26.62,12.6,1,q1_q17_dr25_tce,5549.0,4.6,0.732,292.95819,42.854889,15.717
5280587,K03274.01,Kepler-1451 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,35.6225528,141.4514,0.261,4.845,651.1,2.24,523.0,17.67,9.6,1,q1_q17_dr25_tce,5799.0,4.539,0.878,293.44644,40.409889,15.332
3120904,K03277.01,Kepler-1452 b,CONFIRMED,CANDIDATE,0.994,0,0,0,0,42.9136635,139.88848,0.403,5.227,160.6,3.19,810.0,101.56,18.2,1,q1_q17_dr25_tce,6049.0,3.8,2.483,292.42282,38.266331,13.062
3544640,K03279.01,Kepler-1914 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,30.8278245,143.1448,0.023,4.214,641.3,2.42,585.0,27.66,13.9,1,q1_q17_dr25_tce,5982.0,4.493,0.96,291.43143,38.654388,15.765
10653179,K03280.01,Kepler-1453 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,47.1607932,150.25797,0.028,4.003,723.2,2.58,503.0,15.07,13.6,1,q1_q17_dr25_tce,5936.0,4.501,0.965,286.12555,47.947609,15.57
11177676,K03281.01,Kepler-1454 b,CONFIRMED,CANDIDATE,0.958,0,0,0,0,47.0320478,175.473,0.161,5.892,367.8,1.98,492.0,13.83,13.7,1,q1_q17_dr25_tce,5370.0,4.337,1.055,284.22333,48.831772,14.904
12066569,K03282.01,Kepler-1455 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,49.2768448,157.02073,0.022,3.787,1132.9,1.75,271.0,1.28,17.8,1,q1_q17_dr25_tce,3899.0,4.713,0.529,294.08307,50.502769,15.855
6497146,K03284.01,Kepler-438 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,35.2330694,135.36477,0.139,3.674,352.8,0.97,288.0,1.62,14.5,1,q1_q17_dr25_tce,3749.0,4.743,0.524,281.64581,41.951092,14.467
8016691,K03286.01,Kepler-1456 b,CONFIRMED,CANDIDATE,0.945,0,0,0,0,18.1373788,136.8106,0.945,3.844,310.8,1.41,433.0,8.31,11.3,1,q1_q17_dr25_tce,4257.0,4.648,0.602,286.94531,43.822769,15.464
